Mod:Item:MetaData, Localized Name
tcomplement:scorched_stairs_tile:0, Scorched Tile Stairs
tcomplement:scorched_stairs_creeper:0, Scorched Creeperface Stairs
tcomplement:sledge_head:0, Electrical Sledge Hammer Head
tcomplement:sledge_head:0, Energetic Sledge Hammer Head
tcomplement:sledge_head:0, Vibrant Sledge Hammer Head
tcomplement:sledge_head:0, Red Sledge Hammer Head
tcomplement:sledge_head:0, Conductive Sledge Hammer Head
tcomplement:sledge_head:0, Pulsating Sledge Hammer Head
tcomplement:sledge_head:0, Dark Sledge Hammer Head
tcomplement:sledge_head:0, Souled Sledge Hammer Head
tcomplement:sledge_head:0, Sledge Hammer Head of the End
tcomplement:sledge_head:0, Fake-Iron Sledge Hammer Head
tcomplement:sledge_head:0, Naga Scale Sledge Hammer Head
tcomplement:sledge_head:0, Steeleaf Sledge Hammer Head
tcomplement:sledge_head:0, Fiery Sledge Hammer Head
tcomplement:sledge_head:0, Knightly Sledge Hammer Head
tcomplement:sledge_head:0, Wooden Sledge Hammer Head
tcomplement:sledge_head:0, Stone Sledge Hammer Head
tcomplement:sledge_head:0, Flint Sledge Hammer Head
tcomplement:sledge_head:0, Cactus Sledge Hammer Head
tcomplement:sledge_head:0, Bone Sledge Hammer Head
tcomplement:sledge_head:0, Obsidian Sledge Hammer Head
tcomplement:sledge_head:0, Prismarine Sledge Hammer Head
tcomplement:sledge_head:0, End Sledge Hammer Head
tcomplement:sledge_head:0, Paper Sledge Hammer Head
tcomplement:sledge_head:0, Sponge Sledge Hammer Head
tcomplement:sledge_head:0, Firewood Sledge Hammer Head
tcomplement:sledge_head:0, Iron Sledge Hammer Head
tcomplement:sledge_head:0, Pig Iron Sledge Hammer Head
tcomplement:sledge_head:0, Knightslime Sledge Hammer Head
tcomplement:sledge_head:0, Slime Sledge Hammer Head
tcomplement:sledge_head:0, Slime Sledge Hammer Head
tcomplement:sledge_head:0, Magma Slime Sledge Hammer Head
tcomplement:sledge_head:0, Netherrack Sledge Hammer Head
tcomplement:sledge_head:0, Cobalt Sledge Hammer Head
tcomplement:sledge_head:0, Ardite Sledge Hammer Head
tcomplement:sledge_head:0, Manyullyn Sledge Hammer Head
tcomplement:sledge_head:0, Copper Sledge Hammer Head
tcomplement:sledge_head:0, Bronze Sledge Hammer Head
tcomplement:sledge_head:0, Lead Sledge Hammer Head
tcomplement:sledge_head:0, Silver Sledge Hammer Head
tcomplement:sledge_head:0, Electrum Sledge Hammer Head
tcomplement:sledge_head:0, Steel Sledge Hammer Head
tcomplement:sledge_head:0, Umbrium Sledge Hammer Head
tcomplement:sledge_head:0, Prosperity Shard Sledge Hammer Head
tcomplement:sledge_head:0, Soulium Sledge Hammer Head
tcomplement:sledge_head:0, Base Essence Sledge Hammer Head
tcomplement:sledge_head:0, Inferium Sledge Hammer Head
tcomplement:sledge_head:0, Prudentium Sledge Hammer Head
tcomplement:sledge_head:0, Intermedium Sledge Hammer Head
tcomplement:sledge_head:0, Superium Sledge Hammer Head
tcomplement:sledge_head:0, Supremium Sledge Hammer Head
tcomplement:sledge_head:0, Boron Sledge Hammer Head
tcomplement:sledge_head:0, Tough Alloy Sledge Hammer Head
tcomplement:sledge_head:0, Hard Carbon Sledge Hammer Head
tcomplement:sledge_head:0, Boron Nitride Sledge Hammer Head
tcomplement:sledge_head:0, Thorium Sledge Hammer Head
tcomplement:sledge_head:0, Uranium Sledge Hammer Head
tcomplement:sledge_head:0, Magnesium Sledge Hammer Head
tcomplement:sledge_head:0, Chocolate Sledge Hammer Head
tcomplement:sledge_hammer, Sledge Hammer
tinymobfarm:lasso, Lasso
tinymobfarm:wood_farm, Wooden Mob Farm
tinymobfarm:stone_farm, Stone Mob Farm
tinymobfarm:iron_farm, Iron Mob Farm
tinymobfarm:gold_farm, Golden Mob Farm
tinymobfarm:diamond_farm, Diamond Mob Farm
tinymobfarm:emerald_farm, Emerald Mob Farm
tinymobfarm:inferno_farm, Inferno Mob Farm
tinymobfarm:ultimate_farm, Ultimate Mob Farm
travelersbackpack:travelers_backpack:0, Traveler's Backpack
travelersbackpack:travelers_backpack:1, Traveler's Backpack
travelersbackpack:travelers_backpack:2, Traveler's Backpack
travelersbackpack:travelers_backpack:3, Traveler's Backpack
travelersbackpack:travelers_backpack:4, Traveler's Backpack
travelersbackpack:travelers_backpack:5, Traveler's Backpack
travelersbackpack:travelers_backpack:6, Traveler's Backpack
travelersbackpack:travelers_backpack:7, Traveler's Backpack
travelersbackpack:travelers_backpack:8, Traveler's Backpack
travelersbackpack:travelers_backpack:9, Traveler's Backpack
travelersbackpack:travelers_backpack:10, Traveler's Backpack
travelersbackpack:travelers_backpack:11, Traveler's Backpack
travelersbackpack:travelers_backpack:12, Traveler's Backpack
travelersbackpack:travelers_backpack:13, Traveler's Backpack
travelersbackpack:travelers_backpack:14, Traveler's Backpack
travelersbackpack:travelers_backpack:15, Traveler's Backpack
travelersbackpack:travelers_backpack:16, Traveler's Backpack
travelersbackpack:travelers_backpack:17, Traveler's Backpack
travelersbackpack:travelers_backpack:18, Traveler's Backpack
travelersbackpack:travelers_backpack:19, Traveler's Backpack
travelersbackpack:travelers_backpack:20, Traveler's Backpack
travelersbackpack:travelers_backpack:21, Traveler's Backpack
travelersbackpack:travelers_backpack:22, Traveler's Backpack
travelersbackpack:travelers_backpack:23, Traveler's Backpack
travelersbackpack:travelers_backpack:24, Traveler's Backpack
travelersbackpack:travelers_backpack:25, Traveler's Backpack
travelersbackpack:travelers_backpack:26, Traveler's Backpack
travelersbackpack:travelers_backpack:27, Traveler's Backpack
travelersbackpack:travelers_backpack:28, Traveler's Backpack
travelersbackpack:travelers_backpack:29, Traveler's Backpack
travelersbackpack:travelers_backpack:30, Traveler's Backpack
travelersbackpack:travelers_backpack:31, Traveler's Backpack
travelersbackpack:travelers_backpack:32, Traveler's Backpack
travelersbackpack:travelers_backpack:33, Traveler's Backpack
travelersbackpack:travelers_backpack:34, Traveler's Backpack
travelersbackpack:travelers_backpack:35, Traveler's Backpack
travelersbackpack:travelers_backpack:36, Traveler's Backpack
travelersbackpack:travelers_backpack:37, Traveler's Backpack
travelersbackpack:travelers_backpack:38, Traveler's Backpack
travelersbackpack:travelers_backpack:39, Traveler's Backpack
travelersbackpack:travelers_backpack:40, Traveler's Backpack
travelersbackpack:travelers_backpack:41, Traveler's Backpack
travelersbackpack:travelers_backpack:42, Traveler's Backpack
travelersbackpack:travelers_backpack:43, Traveler's Backpack
travelersbackpack:travelers_backpack:44, Traveler's Backpack
travelersbackpack:travelers_backpack:45, Traveler's Backpack
travelersbackpack:travelers_backpack:46, Traveler's Backpack
travelersbackpack:travelers_backpack:47, Traveler's Backpack
travelersbackpack:travelers_backpack:48, Traveler's Backpack
travelersbackpack:travelers_backpack:49, Traveler's Backpack
travelersbackpack:travelers_backpack:50, Traveler's Backpack
travelersbackpack:travelers_backpack:51, Traveler's Backpack
travelersbackpack:travelers_backpack:52, Traveler's Backpack
travelersbackpack:travelers_backpack:53, Traveler's Backpack
travelersbackpack:travelers_backpack:54, Traveler's Backpack
travelersbackpack:travelers_backpack:55, Traveler's Backpack
travelersbackpack:travelers_backpack:56, Traveler's Backpack
travelersbackpack:travelers_backpack:57, Traveler's Backpack
travelersbackpack:travelers_backpack:58, Traveler's Backpack
travelersbackpack:travelers_backpack:59, Traveler's Backpack
travelersbackpack:travelers_backpack:60, Traveler's Backpack
travelersbackpack:travelers_backpack:61, Traveler's Backpack
travelersbackpack:travelers_backpack:62, Traveler's Backpack
travelersbackpack:travelers_backpack:63, Traveler's Backpack
travelersbackpack:travelers_backpack:64, Traveler's Backpack
travelersbackpack:travelers_backpack:65, Traveler's Backpack
travelersbackpack:travelers_backpack:66, Traveler's Backpack
travelersbackpack:travelers_backpack:67, Traveler's Backpack
travelersbackpack:travelers_backpack:68, Traveler's Backpack
travelersbackpack:travelers_backpack:69, Traveler's Backpack
travelersbackpack:travelers_backpack:70, Traveler's Backpack
travelersbackpack:travelers_backpack:71, Traveler's Backpack
travelersbackpack:travelers_backpack:72, Traveler's Backpack
travelersbackpack:travelers_backpack:73, Traveler's Backpack
travelersbackpack:travelers_backpack:74, Traveler's Backpack
travelersbackpack:travelers_backpack:75, Traveler's Backpack
travelersbackpack:travelers_backpack:76, Traveler's Backpack
travelersbackpack:backpack_tank, Backpack Tank
travelersbackpack:sleeping_bag_bottom, Sleeping bag
travelersbackpack:hose_nozzle, Hose nozzle
travelersbackpack:hose, Hose
vc:item_guidebook_main, The 'Vies' Craft, vol.1
vc:item_dismounter_normal, Dismounter
vc:item_dismounter_player, Dismounter Player
vc:item_viesoline_pellets, Viesoline Pellets
vc:item_logic_chip, Logic Chip
vc:item_airship_ignition, Airship Core
vc:item_airship_frame, Airship Frame
vc:item_airship_engine, Airship Engine
vc:item_airship_balloon, Airship Balloon
vc:upgrades/item_upgrade_airship_core:0, §fCore Shard
vc:upgrades/item_upgrade_airship_core:1, §fCore Upgrade §7(§fTier 1§7)
vc:upgrades/item_upgrade_airship_core:2, §eCore Upgrade §7(§eTier 2§7)
vc:upgrades/item_upgrade_airship_core:3, §bCore Upgrade §7(§bTier 3§7)
vc:upgrades/item_upgrade_airship_core:4, §dCore Upgrade §7(§dTier 4§7)
vc:upgrades/item_upgrade_airship_core:5, §cCore Upgrade §7(§cTier 5§7)
vc:upgrades/item_upgrade_airship_frame:0, §fFrame Casing
vc:upgrades/item_upgrade_airship_frame:1, §fFrame Upgrade §7(§fTier 1§7)
vc:upgrades/item_upgrade_airship_frame:2, §eFrame Upgrade §7(§eTier 2§7)
vc:upgrades/item_upgrade_airship_frame:3, §bFrame Upgrade §7(§bTier 3§7)
vc:upgrades/item_upgrade_airship_frame:4, §dFrame Upgrade §7(§dTier 4§7)
vc:upgrades/item_upgrade_airship_frame:5, §cFrame Upgrade §7(§cTier 5§7)
vc:upgrades/item_upgrade_airship_engine:0, §fEngine Fragment
vc:upgrades/item_upgrade_airship_engine:1, §fEngine Upgrade §7(§fTier 1§7)
vc:upgrades/item_upgrade_airship_engine:2, §eEngine Upgrade §7(§eTier 2§7)
vc:upgrades/item_upgrade_airship_engine:3, §bEngine Upgrade §7(§bTier 3§7)
vc:upgrades/item_upgrade_airship_engine:4, §dEngine Upgrade §7(§dTier 4§7)
vc:upgrades/item_upgrade_airship_engine:5, §cEngine Upgrade §7(§cTier 5§7)
vc:upgrades/item_upgrade_airship_balloon:0, §fBalloon Remnant
vc:upgrades/item_upgrade_airship_balloon:1, §fBalloon Upgrade §7(§fTier 1§7)
vc:upgrades/item_upgrade_airship_balloon:2, §eBalloon Upgrade §7(§eTier 2§7)
vc:upgrades/item_upgrade_airship_balloon:3, §bBalloon Upgrade §7(§bTier 3§7)
vc:upgrades/item_upgrade_airship_balloon:4, §dBalloon Upgrade §7(§dTier 4§7)
vc:upgrades/item_upgrade_airship_balloon:5, §cBalloon Upgrade §7(§cTier 5§7)
vc:item_bomb:0, §fBomb Casing
vc:item_bomb:1, §eSmall Bomb
vc:item_bomb:2, §eBig Bomb
vc:item_bomb:3, §eScatter Bomb
vc:modules/item_module_type:0, §fModule Chip
vc:modules/item_module_type:1, §eLesser Altitude §7(§4Module§7)
vc:modules/item_module_type:2, §bAltitude §7(§4Module§7)
vc:modules/item_module_type:3, §dGreater Altitude §7(§4Module§7)
vc:modules/item_module_type:4, §eLesser Speed §7(§4Module§7)
vc:modules/item_module_type:5, §bSpeed §7(§4Module§7)
vc:modules/item_module_type:6, §dGreater Speed §7(§4Module§7)
vc:modules/item_module_type:7, §eLesser Storage §7(§4Module§7)
vc:modules/item_module_type:8, §bStorage §7(§4Module§7)
vc:modules/item_module_type:9, §dGreater Storage §7(§4Module§7)
vc:modules/item_module_type:10, §eLesser Fuel Efficiency §7(§4Module§7)
vc:modules/item_module_type:11, §bFuel Efficiency §7(§4Module§7)
vc:modules/item_module_type:12, §dGreater Fuel Efficiency §7(§4Module§7)
vc:modules/item_module_type:13, §eLesser Music §7(§4Module§7)
vc:modules/item_module_type:14, §bMusic §7(§4Module§7)
vc:modules/item_module_type:15, §dGreater Music §7(§4Module§7)
vc:modules/item_module_type:16, §eLesser Cruise Control §7(§4Module§7)
vc:modules/item_module_type:17, §bCruise Control §7(§4Module§7)
vc:modules/item_module_type:18, §dGreater Cruise Control §7(§4Module§7)
vc:modules/item_module_type:19, §eLesser Water Landing §7(§4Module§7)
vc:modules/item_module_type:20, §bWater Landing §7(§4Module§7)
vc:modules/item_module_type:21, §dGreater Water Landing §7(§4Module§7)
vc:modules/item_module_type:22, §eLesser Infinite Fuel §7(§4Module§7)
vc:modules/item_module_type:23, §bInfinite Fuel §7(§4Module§7)
vc:modules/item_module_type:24, §dGreater Infinite Fuel §7(§4Module§7)
vc:modules/item_module_type:25, §eLesser Bombing §7(§4Module§7)
vc:modules/item_module_type:26, §bBombing §7(§4Module§7)
vc:modules/item_module_type:27, §dGreater Bombing §7(§4Module§7)
vc:modules/item_module_creative, item.vc:modules/item_module_creative.name
vc:airships/item_airship:0, §7Airship§a - '§7Airship§a'
vc:airships/item_airship:1, §fAirship§a - '§fAirship§a'
vc:airships/item_airship:2, §eAirship§a - '§eAirship§a'
vc:airships/item_airship:3, §bAirship§a - '§bAirship§a'
vc:airships/item_airship:4, §dAirship§a - '§dAirship§a'
vc:airships/item_airship:5, §cAirship§a - '§cAirship§a'
vc:airships/item_airship_creative:0, §6Airship§a - §6Creative §4§l (§9C§ar§be§ca§dt§ei§fv§3e§4§l) 
vc:achievements/achievement_airship:0, Icon - create_engine
vc:achievements/achievement_airship:1, Icon - create_ignition
vc:achievements/achievement_airship:2, Icon - create
vc:achievements/achievement_airship:3, Icon - create_color
vc:achievements/achievement_airship:4, Icon - create_module
vc:achievements/achievement_airship:5, Icon - airborn
vc:achievements/achievement_airship:6, Icon - water
vc:achievements/achievement_airship:7, Icon - lava
vc:achievements/achievement_airship_portal, item.vc:achievements/achievement_airship_portal.name
vc:symbols/item_display_symbol:0, None
vc:symbols/item_display_symbol:1, Category - Block/Item
vc:symbols/item_display_symbol:2, Category - Head
vc:symbols/item_display_symbol:3, Category - Supporter Head
vc:symbols/item_display_symbol:4, Category - Holiday
vc:symbols/item_display_symbol:5, Unused Category
vc:symbols/item_display_symbol:6, Unused Category
vc:symbols/item_display_symbol:7, Unused Category
vc:symbols/item_display_symbol:8, Unused Category
vc:symbols/item_display_symbol:9, Unused Category
vc:symbols/item_display_symbol:10, ViesCraft Logo
vc:symbols/item_display_symbol:11, Forge Logo
vc:symbols/item_display_symbol:12, Minecraft Logo
vc:symbols/item_display_symbol:13, Coin Stack
vc:symbols/item_display_symbol:14, Scroll
vc:symbols/item_display_symbol:15, Wrench
vc:symbols/item_display_symbol:16, Key
vc:symbols/item_display_symbol:17, Padlock
vc:symbols/item_display_symbol:18, Bell
vc:symbols/item_display_symbol:19, Anchor
vc:symbols/item_display_symbol:20, Barrel
vc:symbols/item_display_symbol:21, Gears
vc:airship_workbench, Airship Workbench
waystones:waystone, Waystone
waystones:return_scroll, Return Scroll
waystones:bound_scroll, Bound Scroll
waystones:warp_scroll, Warp Scroll
waystones:warp_stone, Warp Stone
xlfoodmod:rock_salt, Rock Salt
xlfoodmod:grass, Grass
xlfoodmod:vanilla_flower, Vanilla Flower
xlfoodmod:rice_plant, Rice Plant
xlfoodmod:pepper_plant, Pepper Plant
xlfoodmod:corn_plant, Corn Plant
xlfoodmod:cucumber_plant, Cucumber Plant
xlfoodmod:lettuce_plant, Lettuce Plant
xlfoodmod:onion_plant, Onion Plant
xlfoodmod:tomato_plant, Tomato Plant
xlfoodmod:strawberry_plant, Strawberry Plant
xlfoodmod:chocolate_cake, Chocolate Cake
xlfoodmod:oreo_cake, Oreo Cake
xlfoodmod:cheese_cake, Cheese Cake
xlfoodmod:nether_cake, Nether Cake
xlfoodmod:strawberry_cake, Strawberry Cake
xlfoodmod:pumpkin_cake, Pumpkin Cake
xlfoodmod:pizza, Pizza
xlfoodmod:rice_seeds, Rice Seeds
xlfoodmod:rice, Rice
xlfoodmod:butter_rice, Butter Rice
xlfoodmod:fried_rice, Fried Rice
xlfoodmod:pepper_seeds, Pepper Seeds
xlfoodmod:pepper, Pepper
xlfoodmod:corn_seeds, Corn Seeds
xlfoodmod:raw_corn, Raw Corn
xlfoodmod:corn, Corn
xlfoodmod:cucumber_seeds, Cucumber Seeds
xlfoodmod:cucumber, Cucumber
xlfoodmod:lettuce_seeds, Lettuce Seeds
xlfoodmod:lettuce, Lettuce
xlfoodmod:onion, Onion
xlfoodmod:tomato_seeds, Tomato Seeds
xlfoodmod:tomato, Tomato
xlfoodmod:strawberry_seeds, Strawberry Seeds
xlfoodmod:strawberry, Strawberry
xlfoodmod:salt, Salt
xlfoodmod:dough, Dough
xlfoodmod:cooked_dough, Cooked Dough
xlfoodmod:crouton, Crouton
xlfoodmod:butter, Butter
xlfoodmod:cheese, Cheese
xlfoodmod:cheese_puff, Cheese Puff
xlfoodmod:chips, Chips
xlfoodmod:salty_chips, Salty Chips
xlfoodmod:spicy_chips, Spicy Chips
xlfoodmod:onion_rings, Onion Rings
xlfoodmod:cheesy_bread, Cheesy Bread
